"Title","City","County","State","Group","Ideology","Year","City_State_HG"
"Texas Knights of the KKK","Simms","Bowie","Texas","","Ku Klux Klan ",2015,"Simms, Texas"
"Texas Knights of the KKK","Temple","Bell","Texas","","Ku Klux Klan ",2015,"Temple, Texas"
"Texas Knights of the KKK","Texarkana","Bowie","Texas","","Ku Klux Klan ",2015,"Texarkana, Texas"
"Texas Knights of the KKK","Tyler","Smith","Texas","","Ku Klux Klan ",2015,"Tyler, Texas"
"Texas Knights of the KKK","Waco","McLennan","Texas","","Ku Klux Klan ",2015,"Waco, Texas"
"Texas Rebel Knights of the KKK","Quinlan","Hunt","Texas","","Ku Klux Klan ",2015,"Quinlan, Texas"
"Texas Rebel Knights of the KKK","Shepherd","San Jacinto","Texas","","Ku Klux Klan ",2015,"Shepherd, Texas"
"Third Reich Books","Fairbury","Jefferson","Nebraska","","Neo-Nazi",2015,"Fairbury, Nebraska"
"Thomas Robb Ministries","Bergman","Boone","Arkansas","","Christian Identity ",2015,"Bergman, Arkansas"
"Tightrope","Calico Rock","Izard","Arkansas","","Hate Music ",2015,"Calico Rock, Arkansas"
"Tom Brown Ministries","El Paso","El Paso","Texas","","Anti-LGBTQ",2015,"El Paso, Texas"
"Tony Alamo Christian Ministries","Canyon Country","Los Angeles","California","","General Hate ",2015,"Canyon Country, California"
"Tony Alamo Christian Ministries","Fort Smith","Sebastian","Arkansas","","General Hate ",2015,"Fort Smith, Arkansas"
"Tony Alamo Christian Ministries","Fouke","Miller","Arkansas","","General Hate ",2015,"Fouke, Arkansas"
"Tony Alamo Christian Ministries","New York","Queens","New York","","General Hate ",2015,"New York, New York"
"Tony Alamo Christian Ministries","Texarkana","Bowie","Texas","","General Hate ",2015,"Texarkana, Texas"
"Tradition in Action","Los Angeles","Los Angeles","California","","Radical Traditional Catholicism ",2015,"Los Angeles, California"
"Traditional Confederate Knights","Winfield","Marion","Alabama","","Ku Klux Klan ",2015,"Winfield, Alabama"
"The Traditional Rebel Knights of the KKK","Braddock Heights","Frederick","Maryland","","Ku Klux Klan ",2015,"Braddock Heights, Maryland"
"The Traditional Rebel Knights of the KKK","Philadelphia","Philadelphia","Pennsylvania","","Ku Klux Klan ",2015,"Philadelphia, Pennsylvania"
"The Traditional Rebel Knights of the KKK","Youngstown","Mahoning","Ohio","","Ku Klux Klan ",2015,"Youngstown, Ohio"
"Traditional Values Coalition","Anaheim","Orange","California","","Anti-LGBTQ",2015,"Anaheim, California"
"Traditional Values Coalition","Washington","District of Columbia","District of Columbia","","Anti-LGBTQ",2015,"Washington, District of Columbia"
"Traditionalist American Knights of the KKK","Highland City","Polk","Florida","","Ku Klux Klan ",2015,"Highland City, Florida"
"Traditionalist American Knights of the KKK","Potosi","Washington","Missouri","","Ku Klux Klan ",2015,"Potosi, Missouri"
"Traditionalist Worker Party","Cincinnati","Hamilton","Ohio","Traditionalist Worker Party","Neo-Nazi",2015,"Cincinnati, Ohio"
"Traditionalist Worker Party","Knoxville","Knox","Tennessee","Traditionalist Worker Party","Neo-Nazi",2015,"Knoxville, Tennessee"
"Traditionalist Worker Party","Madisonville","Hopkins","Kentucky","Traditionalist Worker Party","Neo-Nazi",2015,"Madisonville, Kentucky"
"Traditionalist Youth Network","Cincinnati","Hamilton","Ohio","","White Nationalist ",2015,"Cincinnati, Ohio"
"Traditionalist Youth Network","Tucson","Pima","Arizona","","White Nationalist ",2015,"Tucson, Arizona"
"Trinity White Knights of the KKK","Dry Ridge","Grant","Kentucky","","Ku Klux Klan ",2015,"Dry Ridge, Kentucky"
"True Invisible Empire Knights","Elkmont","Limestone","Alabama","","Ku Klux Klan ",2015,"Elkmont, Alabama"
"True Light Pentecost Church","Spartanburg","Spartanburg","South Carolina","","Anti-LGBTQ",2015,"Spartanburg, South Carolina"
"Truth At Last","Marietta","Cobb","Georgia","","General Hate ",2015,"Marietta, Georgia"
"United Dixie White Knights of the Ku Klux Klan","Leakesville","Greene","Mississippi","","Ku Klux Klan ",2015,"Leakesville, Mississippi"
"United Dixie White Knights of the Ku Klux Klan","Jackson","Hinds","Mississippi","","Ku Klux Klan ",2015,"Jackson, Mississippi"
"United Families International","Gilbert","Maricopa","Arizona","","Anti-LGBTQ",2015,"Gilbert, Arizona"
"United Klans of America","Ashland","Clay","Alabama","","Ku Klux Klan ",2015,"Ashland, Alabama"
"United Northern and Southern Knights of the KKK","Chicago","Cook","Illinois","","Ku Klux Klan ",2015,"Chicago, Illinois"
"United Northern and Southern Knights of the KKK","Rockledge","Laurens","Georgia","","Ku Klux Klan ",2015,"Rockledge, Georgia"
"The United West","Lake Worth","Palm Beach County","Florida","","Anti-Muslim",2015,"Lake Worth, Florida"
"United White Knights of the KKK","Atlanta","Cass","Texas","","Ku Klux Klan ",2015,"Atlanta, Texas"
"United White Knights of the KKK","Austin","Travis","Texas","","Ku Klux Klan ",2015,"Austin, Texas"
"United White Knights of the KKK","Broken Bow","McCurtain","Oklahoma","","Ku Klux Klan ",2015,"Broken Bow, Oklahoma"
"United White Knights of the KKK","Canton","Van Zandt","Texas","","Ku Klux Klan ",2015,"Canton, Texas"
"United White Knights of the KKK","Clarksville","Red River","Texas","","Ku Klux Klan ",2015,"Clarksville, Texas"
"United White Knights of the KKK","Cleveland","Liberty","Texas","","Ku Klux Klan ",2015,"Cleveland, Texas"
"United White Knights of the KKK","Dallas","Dallas","Texas","","Ku Klux Klan ",2015,"Dallas, Texas"
"United White Knights of the KKK","Fort Worth","Tarrant","Texas","","Ku Klux Klan ",2015,"Fort Worth, Texas"
"United White Knights of the KKK","Gainesville","Cooke","Texas","","Ku Klux Klan ",2015,"Gainesville, Texas"
"United White Knights of the KKK","Greenville","Hunt","Texas","","Ku Klux Klan ",2015,"Greenville, Texas"
"United White Knights of the KKK","Haworth","McCurtain","Oklahoma","","Ku Klux Klan ",2015,"Haworth, Oklahoma"
"United White Knights of the KKK","Hugo","Choctaw","Oklahoma","","Ku Klux Klan ",2015,"Hugo, Oklahoma"
"United White Knights of the KKK","Killeen","Bell","Texas","","Ku Klux Klan ",2015,"Killeen, Texas"
"United White Knights of the KKK","Lake Charles","Calcasieu","Louisiana","","Ku Klux Klan ",2015,"Lake Charles, Louisiana"
"United White Knights of the KKK","Lawton","Comanche","Oklahoma","","Ku Klux Klan ",2015,"Lawton, Oklahoma"
"United White Knights of the KKK","Leesville","Vernon","Louisiana","","Ku Klux Klan ",2015,"Leesville, Louisiana"
"United White Knights of the KKK","Lufkin","Angelina","Texas","","Ku Klux Klan ",2015,"Lufkin, Texas"
"United White Knights of the KKK","Marshall","Harrison","Texas","","Ku Klux Klan ",2015,"Marshall, Texas"
"United White Knights of the KKK","Maud","Bowie","Texas","","Ku Klux Klan ",2015,"Maud, Texas"
"United White Knights of the KKK","Mount Pleasant","Titus","Texas","","Ku Klux Klan ",2015,"Mount Pleasant, Texas"
"United White Knights of the KKK","New Boston","Bowie","Texas","","Ku Klux Klan ",2015,"New Boston, Texas"
"United White Knights of the KKK","Paris","Lamar","Texas","","Ku Klux Klan ",2015,"Paris, Texas"
"United White Knights of the KKK","Ruston","Lincoln","Louisiana","","Ku Klux Klan ",2015,"Ruston, Louisiana"
"United White Knights of the KKK","Sulphur Springs","Hopkins","Texas","","Ku Klux Klan ",2015,"Sulphur Springs, Texas"
"United White Knights of the KKK","Texarkana","Bowie","Texas","","Ku Klux Klan ",2015,"Texarkana, Texas"
"United White Knights of the KKK","Tyler","Smith","Texas","","Ku Klux Klan ",2015,"Tyler, Texas"
"United White Knights of the KKK","Waco","McLennan","Texas","","Ku Klux Klan ",2015,"Waco, Texas"
"United White Knights of the KKK","Houston","Harris","Texas","","Ku Klux Klan ",2015,"Houston, Texas"
"United White Knights of the KKK","Longview","Gregg","Texas","","Ku Klux Klan ",2015,"Longview, Texas"
"United White Knights of the KKK","Shreveport","Caddo","Louisiana","","Ku Klux Klan ",2015,"Shreveport, Louisiana"
"United White Knights of the KKK","West Monroe","Ouachita","Louisiana","","Ku Klux Klan ",2015,"West Monroe, Louisiana"
"US Border Guard","Mesa","Maricopa","Arizona","","Anti-Immigrant",2015,"Mesa, Arizona"
"VDARE Foundation","Warrenton","Fauquier","Virginia","VDARE","White Nationalist ",2015,"Warrenton, Virginia"
"Vinlanders Arizona","Tucson","Pima","Arizona","","Racist Skinhead ",2015,"Tucson, Arizona"
"Vinlanders California","San Diego","San Diego","California","","Racist Skinhead ",2015,"San Diego, California"
"Vinlanders Indiana","Knightstown","Henry","Indiana","","Racist Skinhead ",2015,"Knightstown, Indiana"
"Vinlanders New Jersey","Cherry Hill","Camden","New Jersey","","Racist Skinhead ",2015,"Cherry Hill, New Jersey"
"Vinlanders New Jersey","Point Pleasant Beach","Ocean","New Jersey","","Racist Skinhead ",2015,"Point Pleasant Beach, New Jersey"
"Vinlanders North Carolina","Cameron","Moore","North Carolina","","Racist Skinhead ",2015,"Cameron, North Carolina"
"Virginia Publishing Company","Lynchburg","Lynchburg","Virginia","","Christian Identity ",2015,"Lynchburg, Virginia"
"War On The Horizon","Washington","District of Columbia","District of Columbia","","",2015,"Washington, District of Columbia"
"Washington Summit Publishers","Whitefish","Flathead","Montana","","White Nationalist ",2015,"Whitefish, Montana"
"Watchmen Bible Study Group","Wappapello","Wayne","Missouri","","Christian Identity ",2015,"Wappapello, Missouri"
"Weisman Publications","Apple Valley","Dakota","Minnesota","","Christian Identity ",2015,"Apple Valley, Minnesota"
"Westboro Baptist Church","Topeka","Shawnee","Kansas","Westboro Baptist Church","Anti-LGBTQ",2015,"Topeka, Kansas"
"Western Hammerskins","Menifee","Riverside","California","","Racist Skinhead ",2015,"Menifee, California"
"Western Hammerskins","San Diego","San Diego","California","","Racist Skinhead ",2015,"San Diego, California"
"Western White Knights of the KKK","Hualapai","Mojave","Arizona","","Ku Klux Klan ",2015,"Hualapai, Arizona"
"What Would Mohammad Do?","Hemet","Riverside","California","","Anti-Muslim",2015,"Hemet, California"
"Whitakeronline","Columbia","Richland","South Carolina","","White Nationalist ",2015,"Columbia, South Carolina"
"White Aryan Resistance","Warsaw","Kosciusko","Indiana","","Neo-Nazi",2015,"Warsaw, Indiana"
"White Camelia Knights of the KKK","Cleveland","Liberty","Texas","","Ku Klux Klan ",2015,"Cleveland, Texas"
"White Camelia Knights of the KKK","Pasadena","Harris","Texas","","Ku Klux Klan ",2015,"Pasadena, Texas"
"The White Church","Pittsburgh","Allegheny","Pennsylvania","","Neo-Nazi",2015,"Pittsburgh, Pennsylvania"
"White Pride Home School Resource Center","Bergman","Boone","Arkansas","","General Hate ",2015,"Bergman, Arkansas"
"White Rabbit Radio","Dearborn Heights","Wayne","Michigan","","White Nationalist ",2015,"Dearborn Heights, Michigan"
"White Trash Rebel","Keller","Tarrant","Texas","","White Nationalist ",2015,"Keller, Texas"
"The White Voice","New York","Queens","New York","","White Nationalist ",2015,"New York, New York"
"Windsor Hills Baptist Church","Oklahoma City","Oklahoma","Oklahoma","","Anti-LGBTQ",2015,"Oklahoma City, Oklahoma"
"Wolves of Vinland","Lynchburg","Lynchburg","Virginia","","Neo-Völkisch",2015,"Lynchburg, Virginia"
"World Congress of Families/International Organization for the Family","Rockford","Winnebago","Illinois","","Anti-LGBTQ",2015,"Rockford, Illinois"
"World View Foundations","Porterville","Tulare","California","","White Nationalist ",2015,"Porterville, California"
"WTM Enterprises","Roanoke","Huntington","Indiana","","White Nationalist ",2015,"Roanoke, Indiana"
"Yahweh's Truth","Linwood","Bay County","Michigan","","Christian Identity ",2015,"Linwood, Michigan"
"a2z Publications","Las Vegas","Clark","Nevada","","General Hate ",2016,"Las Vegas, Nevada"
"Abiding Truth Ministries","Springfield","Hampden","Massachusetts","","Anti-LGBTQ",2016,"Springfield, Massachusetts"
"AC Skins","Atlantic City","Atlantic","New Jersey","","Racist Skinhead ",2016,"Atlantic City, New Jersey"
"ACT for America","Baton Rouge","East Baton Rouge","Louisiana","ACT for America ","Anti-Muslim",2016,"Baton Rouge, Louisiana"
"ACT for America","Bear","New Castle","Delaware","ACT for America ","Anti-Muslim",2016,"Bear, Delaware"
"ACT for America","Boston","Suffolk","Massachusetts","ACT for America ","Anti-Muslim",2016,"Boston, Massachusetts"
"ACT for America","Cheshire","New Haven","Connecticut","ACT for America ","Anti-Muslim",2016,"Cheshire, Connecticut"
"ACT for America","Cincinnati","Hamilton","Ohio","ACT for America ","Anti-Muslim",2016,"Cincinnati, Ohio"
"ACT for America","Cleveland","Cuyahoga","Ohio","ACT for America ","Anti-Muslim",2016,"Cleveland, Ohio"
"ACT for America","Columbus","Franklin","Ohio","ACT for America ","Anti-Muslim",2016,"Columbus, Ohio"
"ACT for America","Corona","Riverside","California","ACT for America ","Anti-Muslim",2016,"Corona, California"
"ACT for America","Dallas","Dallas","Texas","ACT for America ","Anti-Muslim",2016,"Dallas, Texas"
"ACT for America","Des Moines","Polk","Iowa","ACT for America ","Anti-Muslim",2016,"Des Moines, Iowa"
"ACT for America","Des Plaines","Cook","Illinois","ACT for America ","Anti-Muslim",2016,"Des Plaines, Illinois"
"ACT for America","Detroit","Wayne","Michigan","ACT for America ","Anti-Muslim",2016,"Detroit, Michigan"
"ACT for America","Fayetteville","Cumberland","North Carolina","ACT for America ","Anti-Muslim",2016,"Fayetteville, North Carolina"
"ACT for America","Grand Rapids","Kent","Michigan","ACT for America ","Anti-Muslim",2016,"Grand Rapids, Michigan"
"ACT for America","Heathrow","Seminole","Florida","ACT for America ","Anti-Muslim",2016,"Heathrow, Florida"
"ACT for America","Houston","Harris","Texas","ACT for America ","Anti-Muslim",2016,"Houston, Texas"
"ACT for America","Jacksonville","Duval","Florida","ACT for America ","Anti-Muslim",2016,"Jacksonville, Florida"
"ACT for America","Jonesboro","Craighead","Arkansas","ACT for America ","Anti-Muslim",2016,"Jonesboro, Arkansas"
"ACT for America","Kalispell","Flathead","Montana","ACT for America ","Anti-Muslim",2016,"Kalispell, Montana"
"ACT for America","Knoxville","Knox","Tennessee","ACT for America ","Anti-Muslim",2016,"Knoxville, Tennessee"
"ACT for America","Leesburg","Loudoun","Virginia","ACT for America ","Anti-Muslim",2016,"Leesburg, Virginia"
"ACT for America","Los Angeles","Los Angeles","California","ACT for America ","Anti-Muslim",2016,"Los Angeles, California"
"ACT for America","Memphis","Shelby","Tennessee","ACT for America ","Anti-Muslim",2016,"Memphis, Tennessee"
"ACT for America","Meridian","Ada","Idaho","ACT for America ","Anti-Muslim",2016,"Meridian, Idaho"
"ACT for America","Minneapolis","Hennepin","Minnesota","ACT for America ","Anti-Muslim",2016,"Minneapolis, Minnesota"
"ACT for America","Mission Viejo","Orange","California","ACT for America ","Anti-Muslim",2016,"Mission Viejo, California"
"ACT for America","Nashua","Hillsborough","New Hampshire","ACT for America ","Anti-Muslim",2016,"Nashua, New Hampshire"
"ACT for America","New York","Queens","New York","ACT for America ","Anti-Muslim",2016,"New York, New York"
"ACT for America","Palm Beach","Palm Beach","Florida","ACT for America ","Anti-Muslim",2016,"Palm Beach, Florida"
"ACT for America","Rapid City","Pennington","South Dakota","ACT for America ","Anti-Muslim",2016,"Rapid City, South Dakota"
"ACT for America","San Antonio","Bexar","Texas","ACT for America ","Anti-Muslim",2016,"San Antonio, Texas"
"ACT for America","Spokane Valley","Spokane","Washington","ACT for America ","Anti-Muslim",2016,"Spokane Valley, Washington"
"ACT for America","St. Louis","St. Louis","Missouri","ACT for America ","Anti-Muslim",2016,"St. Louis, Missouri"
"ACT for America","Ste. Genevieve","Ste. Genevieve","Missouri","ACT for America ","Anti-Muslim",2016,"Ste. Genevieve, Missouri"
"ACT for America","Tucson","Pima","Arizona","ACT for America ","Anti-Muslim",2016,"Tucson, Arizona"
"ACT for America","Twin Falls","Twin Falls","Idaho","ACT for America ","Anti-Muslim",2016,"Twin Falls, Idaho"
"ACT for America","Virginia Beach","Virginia Beach","Virginia","ACT for America ","Anti-Muslim",2016,"Virginia Beach, Virginia"
"ACT for America","Whitehall","Jefferson","Montana","ACT for America ","Anti-Muslim",2016,"Whitehall, Montana"
"ACTBAC NC","Snow Camp","Alamance","North Carolina","","Neo-Confederate",2016,"Snow Camp, North Carolina"
"Active Democracy","Washington","District of Columbia","District of Columbia","","General Hate ",2016,"Washington, District of Columbia"
"Aggressive Christianity","Berino","Doña Ana","New Mexico","","General Hate ",2016,"Berino, New Mexico"
"Aggressive Christianity","Fence Lake","Cibola","New Mexico","","General Hate ",2016,"Fence Lake, New Mexico"
"All Eyes On Egipt Bookstore","Chicago","Cook","Illinois","","",2016,"Chicago, Illinois"
"All Eyes on Egipt Bookstore","Cleveland","Cuyahoga","Ohio","","",2016,"Cleveland, Ohio"
"All Eyes on Egipt Bookstore","Decatur","DeKalb","Georgia","","",2016,"Decatur, Georgia"
"All Eyes on Egipt Bookstore","Detroit","Wayne","Michigan","","",2016,"Detroit, Michigan"
"All Eyes on Egipt Bookstore","Dorchester","Suffolk","Massachusetts","","",2016,"Dorchester, Massachusetts"
"All Eyes on Egipt Bookstore","Monticello","Jasper","Georgia","","",2016,"Monticello, Georgia"
"All Eyes on Egipt Bookstore","Orlando","Orange","Florida","","",2016,"Orlando, Florida"
"All Eyes On Egipt Bookstore","Brooklyn","Kings","New York","","",2016,"Brooklyn, New York"
"All Eyes On Egypt Bookstore","Macon","Bibb","Georgia","","",2016,"Macon, Georgia"
"Alliance Defending Freedom","Scottsdale","Maricopa","Arizona","Alliance Defending Freedom","Anti-LGBTQ",2016,"Scottsdale, Arizona"
"Alternative Right","Atlanta","Fulton","Georgia","","White Nationalist ",2016,"Atlanta, Georgia"
"Altra Firearms","Jackson Center","Mercer","Pennsylvania","","Anti-Muslim",2016,"Jackson Center, Pennsylvania"
"America First Committee","Lyons","Cook","Illinois","","Neo-Nazi",2016,"Lyons, Illinois"
"America's Promise Ministries","Sandpoint","Bonner","Idaho","America's Promise Ministries","Christian Identity ",2016,"Sandpoint, Idaho"
"American Border Patrol","Sierra Vista","Cochise","Arizona","American Border Patrol/American Patrol","Anti-Immigrant",2016,"Sierra Vista, Arizona"
"American Clarion","Rapid City","Pennington","South Dakota","","General Hate ",2016,"Rapid City, South Dakota"
"American College of Pediatricians","Gainesville","Alachua","Florida","American College of Pediatricians","Anti-LGBTQ",2016,"Gainesville, Florida"
"American Constitution Center","Nashville","Davidson","Tennessee","","Anti-Muslim",2016,"Nashville, Tennessee"
"American Defense Records","Lexington","Fayette","Kentucky","","Hate Music ",2016,"Lexington, Kentucky"
"American Eagle Party","Gatlinburg","Sevier","Tennessee","","White Nationalist ",2016,"Gatlinburg, Tennessee"
"American Family Association","Franklin","Venango","Pennsylvania","American Family Association","Anti-LGBTQ",2016,"Franklin, Pennsylvania"
"American Family Association","Tupelo","Lee","Mississippi","American Family Association","Anti-LGBTQ",2016,"Tupelo, Mississippi"
"American Free Press","Washington","District of Columbia","District of Columbia","","General Hate ",2016,"Washington, District of Columbia"
"American Freedom Alliance","Los Angeles","Los Angeles","California","","Anti-Muslim",2016,"Los Angeles, California"
"American Freedom Defense Initiative","New York","Queens","New York","","Anti-Muslim",2016,"New York, New York"
"American Freedom Law Center","Ann Arbor","Washtenaw","Michigan","","Anti-Muslim",2016,"Ann Arbor, Michigan"
"American Freedom Party","Granbury","Hood","Texas","American Freedom Party","White Nationalist ",2016,"Granbury, Texas"
"American Freedom Party","Grand Forks","Grand Forks","North Dakota","American Freedom Party","White Nationalist ",2016,"Grand Forks, North Dakota"
"American Freedom Party","Lakewood Ranch","Manatee","Florida","American Freedom Party","White Nationalist ",2016,"Lakewood Ranch, Florida"
"American Freedom Party","Los Angeles","Los Angeles","California","American Freedom Party","White Nationalist ",2016,"Los Angeles, California"
"American Freedom Party","New York","Queens","New York","American Freedom Party","White Nationalist ",2016,"New York, New York"
"American Freedom Union","Hampton Township","Allegheny","Pennsylvania","","White Nationalist ",2016,"Hampton Township, Pennsylvania"
"American Immigration Control Foundation/Americans for Immigration Control","Monterey","Highland","Virginia","","Anti-Immigrant",2016,"Monterey, Virginia"
"American Nazi Party","Westland","Wayne","Michigan","","Neo-Nazi",2016,"Westland, Michigan"
"American Renaissance/New Century Foundation","Oakton","Fairfax","Virginia","American Renaissance","White Nationalist ",2016,"Oakton, Virginia"
"American Security Rally of Montana","Helena","Lewis and Clark","Montana","","Anti-Muslim",2016,"Helena, Montana"
"American Vanguard","Bremerton","Kitsap","Washington","","White Nationalist ",2016,"Bremerton, Washington"
"American Vanguard","Huntington Beach","Orange","California","","White Nationalist ",2016,"Huntington Beach, California"
"American Vanguard","Orlando","Orange","Florida","","White Nationalist ",2016,"Orlando, Florida"
"American Vikings","Indianapolis","Marion","Indiana","","Racist Skinhead ",2016,"Indianapolis, Indiana"
"American Vision","Powder Springs","Cobb","Georgia","","Anti-LGBTQ",2016,"Powder Springs, Georgia"
"Americans for Legal Immigration (ALIPAC)","Raleigh","Wake","North Carolina","","Anti-Immigrant",2016,"Raleigh, North Carolina"
"Americans for Truth About Homosexuality","Naperville","DuPage","Illinois","","Anti-LGBTQ",2016,"Naperville, Illinois"
"Aryan Nations","Converse","Sabine","Louisiana","","Neo-Nazi",2016,"Converse, Louisiana"
"Aryan Nations Sadistic Souls MC","Grovespring","Wright","Missouri","Aryan Nations","Neo-Nazi",2016,"Grovespring, Missouri"
"Aryan Nations Sadistic Souls MC","Taylorville","Christian","Illinois","Aryan Nations","Neo-Nazi",2016,"Taylorville, Illinois"
"Aryan Nations Sadistic Souls MC","Wood River","Madison","Illinois","Aryan Nations","Neo-Nazi",2016,"Wood River, Illinois"
"Aryan Nations Sadistic Souls MC","Canton","Fulton","Illinois","","Neo-Nazi",2016,"Canton, Illinois"
"Aryan Nations Worldwide","Villa Rica","Carroll","Georgia","Aryan Nations","Neo-Nazi",2016,"Villa Rica, Georgia"
"Aryan Renaissance Society","New York","Queens","New York","","Neo-Nazi",2016,"New York, New York"
"Aryan Strikeforce","Phillipsburg","Warren","New Jersey","","Racist Skinhead ",2016,"Phillipsburg, New Jersey"
"As-Sabiqun","Los Angeles","Los Angeles","California","","General Hate ",2016,"Los Angeles, California"
"As-Sabiqun","Oakland","Alameda","California","","General Hate ",2016,"Oakland, California"
"As-Sabiqun","Philadelphia","Philadelphia","Pennsylvania","","General Hate ",2016,"Philadelphia, Pennsylvania"
"As-Sabiqun","Sacramento","Sacramento","California","","General Hate ",2016,"Sacramento, California"
"As-Sabiqun","San Diego","San Diego","California","","General Hate ",2016,"San Diego, California"
"As-Sabiqun","Washington","District of Columbia","District of Columbia","","General Hate ",2016,"Washington, District of Columbia"
"ATLAH World Missionary Church (All The Land Anointed Holy)","New York","Queens","New York","","Anti-LGBTQ",2016,"New York, New York"
"Atomwaffen Division","San Antonio","Bexar","Texas","","Neo-Nazi",2016,"San Antonio, Texas"
"Bare Naked Islam","Marina del Rey","Los Angeles","California","","Anti-Muslim",2016,"Marina del Rey, California"
"Barnes Review/Foundation for Economic Liberty, Inc.","Upper Marlboro","Prince George's","Maryland","Barnes Review/Foundation for Economic Liberty, Inc.","Holocaust Denial",2016,"Upper Marlboro, Maryland"
"Behold Barbarity Records & Distro","Plymouth","Hennepin","Minnesota","","Hate Music ",2016,"Plymouth, Minnesota"
"Bill Keller Ministries","St. Petersburg","Pinellas","Florida","","General Hate ",2016,"St. Petersburg, Florida"
"Black Riders Liberation Party","Chicago","Cook","Illinois","","",2016,"Chicago, Illinois"
"Black Riders Liberation Party","Detroit","Wayne","Michigan","","",2016,"Detroit, Michigan"
"Black Riders Liberation Party","Los Angeles","Los Angeles","California","","",2016,"Los Angeles, California"
"Black Riders Liberation Party","Miami","Miami-Dade","Florida","","",2016,"Miami, Florida"
"Black Riders Liberation Party","New York","Queens","New York","","",2016,"New York, New York"
"Black Riders Liberation Party","Oakland","Alameda","California","","",2016,"Oakland, California"
"Black Riders Liberation Party","Portland","Multnomah","Oregon","","",2016,"Portland, Oregon"
"Black Riders Liberation Party","San Diego","San Diego","California","","",2016,"San Diego, California"
"Blood and Honour Social Club","Greensboro","Guilford","North Carolina","Blood & Honour","Racist Skinhead ",2016,"Greensboro, North Carolina"
"Blood and Honour Social Club","New York","Queens","New York","Blood & Honour","Racist Skinhead ",2016,"New York, New York"
"Bob's Underground Graduate Seminar/BUGS","Columbia","Richland","South Carolina","","White Nationalist ",2016,"Columbia, South Carolina"
"Bomb Islam","Phoenix","Maricopa","Arizona","","Anti-Muslim",2016,"Phoenix, Arizona"
"Borderkeepers of Alabama","Birmingham","Jefferson","Alabama","","Anti-Immigrant",2016,"Birmingham, Alabama"
"Bosch Fawstin","New York","Queens","New York","","Anti-Muslim",2016,"New York, New York"
"The Brother Nathanael Foundation","Frisco","Summit","Colorado","","General Hate ",2016,"Frisco, Colorado"
"Bureau on American Islamic Relations","Irving","Dallas","Texas","","Anti-Muslim",2016,"Irving, Texas"
"Californians for Population Stabilization","Santa Barbara","Santa Barbara","California","","Anti-Immigrant",2016,"Santa Barbara, California"
"Campaign for Radical Truth in History","Coeur d'Alene","Kootenai","Idaho","","Holocaust Denial",2016,"Coeur d'Alene, Idaho"
"The Campus Ministry USA","Terre Haute","Vigo","Indiana","","Anti-LGBTQ",2016,"Terre Haute, Indiana"
"carolynyeager.net","Kerrville","Kerr","Texas","","Holocaust Denial",2016,"Kerrville, Texas"
"Catholic Counterpoint","Broomall","Delaware","Pennsylvania","","Radical Traditional Catholicism ",2016,"Broomall, Pennsylvania"
"Catholic Family News/Catholic Family Ministries, Inc.","Niagara Falls","Niagara","New York","","Radical Traditional Catholicism ",2016,"Niagara Falls, New York"
"Center for Family and Human Rights (C-FAM)","New York","Queens","New York","","Anti-LGBTQ",2016,"New York, New York"
"Center for Family and Human Rights (C-FAM)","Washington","District of Columbia","District of Columbia","","Anti-LGBTQ",2016,"Washington, District of Columbia"
"Center for Immigration Studies","Washington","District of Columbia","District of Columbia","Center for Immigration Studies","Anti-Immigrant",2016,"Washington, District of Columbia"
"Center for Perpetual Diversity","Arlington","Arlington","Virginia","","White Nationalist ",2016,"Arlington, Virginia"
"Center for Security Policy","Washington","District of Columbia","District of Columbia","Center for Security Policy","Anti-Muslim",2016,"Washington, District of Columbia"
"Chalcedon Foundation","Vallecito","Calaveras","California","","Anti-LGBTQ",2016,"Vallecito, California"
"Chick Publications","Ontario","San Bernardino","California","","General Hate ",2016,"Ontario, California"
"Christ or Chaos","Olde West Chester","Butler","Ohio","","Radical Traditional Catholicism ",2016,"Olde West Chester, Ohio"
"Christian Action Network","Forest","Bedford","Virginia","","Anti-Muslim",2016,"Forest, Virginia"
"Christian American Knights of the Ku Klux Klan","Bushnell","Sumter","Florida","","Ku Klux Klan ",2016,"Bushnell, Florida"
"Christian American Knights of the Ku Klux Klan","Cocoa","Brevard","Florida","","Ku Klux Klan ",2016,"Cocoa, Florida"
"Christian American Knights of the Ku Klux Klan","Hoxie","Lawrence","Arkansas","","Ku Klux Klan ",2016,"Hoxie, Arkansas"
"Christian America Ministries","Greensburg","St. Helena","Louisiana","","Christian Identity ",2016,"Greensburg, Louisiana"
"Christian Anti-Defamation Commission","Vista","San Diego","California","","General Hate ",2016,"Vista, California"
"Christian Revival Center","Harrison","Boone","Arkansas","","Christian Identity ",2016,"Harrison, Arkansas"
"Church of Israel","Schell City","Vernon","Missouri","","Christian Identity ",2016,"Schell City, Missouri"
"Church of the National Knights of the Ku Klux Klan","Horn Lake","DeSoto","Mississippi","Church of the National Knights of the Ku Klux Klan","Ku Klux Klan ",2016,"Horn Lake, Mississippi"
"Church of the National Knights of the Ku Klux Klan","Panama","Chautauqua","New York","Church of the National Knights of the Ku Klux Klan","Ku Klux Klan ",2016,"Panama, New York"
"Citizen Warrior","Nashville","Davidson","Tennessee","","Anti-Muslim",2016,"Nashville, Tennessee"
